name,category,latitude,longitude,city,borough,street,postal_code,state,region,review_rating,review_count,open_hours,open_hours_monday,open_hours_tuesday,open_hours_wednesday,open_hours_thursday,open_hours_friday,open_hours_saturday,price_range,open_hours_sunday,has_toilet,has_restaurant,wheelchair_accessible,good_for_kids,good_for_kids_birthday,has_parking,has_free_parking,requires_appointment,tickets_in_advance,outdoor_seating,delivery_available,dine_in,great_coffee,great_food,cash_only,google_maps_url,source,popularity_score,destination_id
Tourism Village Pandeyan,Tourist attraction,-7.814481,110.386165,Yogyakarta City,"Pandeyan, Umbulharjo","59PP+6F3, Jl. Pandeyan",55161,Special Region of Yogyakarta,Yogyakarta,4.7,52,Sen: 8.00 am–4.00 pm | Sel: 8.00 am–4.00 pm | Rab: 8.00 am–4.00 pm | Kam: 8.00 am–4.00 pm | Jum: 8.00 am–4.00 am | Sab: 8.00 am–4.00 pm | Min: 8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 am,8.00 am–4.00 pm,,8.00 am–4.00 pm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Tourism+Village+Pandeyan/data=!4m7!3m6!1s0x2e7a57733faba62f:0x549b89f4ce016d6b!8m2!3d-7.814481!4d110.386165!16s%2Fg%2F11b6d00x3b!19sChIJL6arP3NXei4Ra20BzvSJm1Q?authuser=0&hl=en&rclk=1,google_maps,0.7013,0x2e7a57733faba62f_0x549b89f4ce016d6b
Sukunan Tourism Village,Tourist attraction,-7.78359,110.336377,Sleman Regency,"Sukunan, Banyuraden, Gamping",,55293,Special Region of Yogyakarta,Yogyakarta,4.5,338,Setiap hari: 8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,,8.00 am–5.00 pm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Sukunan+Tourism+Village/data=!4m7!3m6!1s0x2e7a580936ba3a2b:0xdb36b153873be1fb!8m2!3d-7.7835904!4d110.336377!16s%2Fg%2F11bx1grd0l!19sChIJKzq6NglYei4R--E7h1OxNts?authuser=0&hl=en&rclk=1,google_maps,0.7423,0x2e7a580936ba3a2b_0xdb36b153873be1fb
Kampung Wisata Tahunan,Tourist attraction,-7.80657,110.38263,Yogyakarta City,"Tahunan, Umbulharjo",Jl. Soga,55167,Special Region of Yogyakarta,Yogyakarta,5.0,1,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,Open 24 hours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Kampung+Wisata+Tahunan/data=!4m7!3m6!1s0x2e7a576dabe6a4b7:0xb308943da49fcd93!8m2!3d-7.8065705!4d110.3826303!16s%2Fg%2F11s34w7dwv!19sChIJt6Tmq21Xei4Rk82fpD2UCLM?authuser=0&hl=en&rclk=1,google_maps,0.6,0x2e7a576dabe6a4b7_0xb308943da49fcd93
Kampung Wisata Rejowinangun,Tourist attraction,-7.815278,110.398836,Yogyakarta City,"Rejowinangun, Kotagede","Jalan Nyi Adisari, Gg. Dahlia I pilahan KG I No.722",55171,Special Region of Yogyakarta,Yogyakarta,4.5,68,Setiap hari: 8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,,8.00 am–4.00 pm,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Kampung+Wisata+Rejowinangun/data=!4m7!3m6!1s0x2e7a576c91b42bc9:0x3d6b43545f6606be!8m2!3d-7.8152776!4d110.3988359!16s%2Fg%2F11d_2bd91y!19sChIJySu0kWxXei4RvgZmX1RDaz0?authuser=0&hl=en&rclk=1,google_maps,0.6866,0x2e7a576c91b42bc9_0x3d6b43545f6606be
Desa Wisata Nglinggo,Tourist attraction,-7.647668,110.141878,Kulon Progo Regency,"Nglinggo Barat, Pagerharjo, Samigaluh",,55673,Special Region of Yogyakarta,Yogyakarta,4.4,687,Setiap hari: 9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,,9.00 am–5.00 pm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Nglinggo/data=!4m7!3m6!1s0x2e7af2aa2491a3a7:0xd4870be02a70b93b!8m2!3d-7.647668!4d110.141878!16s%2Fg%2F11b63b6dzm!19sChIJp6ORJKryei4RO7lwKuALh9Q?authuser=0&hl=en&rclk=1,google_maps,0.755,0x2e7af2aa2491a3a7_0xd4870be02a70b93b
Kampung Wisata Warungboto,Tourist attraction,-7.813393,110.392982,Yogyakarta City,"Warungboto, Umbulharjo","Balai, Jl. Umbul Raya, RT.38/RW.09",55164,Special Region of Yogyakarta,Yogyakarta,5.0,46,Setiap hari: 8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,,8.00 am–4.00 pm,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://www.google.com/maps/place/Kampung+Wisata+Warungboto/data=!4m7!3m6!1s0x2e7a57e2083b1b59:0xd58c23699705d0d0!8m2!3d-7.8133932!4d110.392982!16s%2Fg%2F11rfd6mky3!19sChIJWRs7COJXei4R0NAFl2kjjNU?authuser=0&hl=en&rclk=1,google_maps,0.733,0x2e7a57e2083b1b59_0xd58c23699705d0d0
Kampung Wisata Prenggan Kotagede,Tourist attraction,-7.826522,110.391868,Yogyakarta City,"Prenggan, Kotagede",Jl. Tegal Gendu No.20,55172,Special Region of Yogyakarta,Yogyakarta,4.9,32,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Kampung+Wisata+Prenggan+Kotagede/data=!4m7!3m6!1s0x2e7a5796dd76a631:0xe42517672992f577!8m2!3d-7.8265222!4d110.3918679!16s%2Fg%2F11s9czv_8n!19sChIJMaZ23ZZXei4Rd_WSKWcXJeQ?authuser=0&hl=en&rclk=1,google_maps,0.7084,0x2e7a5796dd76a631_0xe42517672992f577
Kampung Wisata Dewa Bronto,Tourist attraction,-7.817443,110.373273,Yogyakarta City,"Brontokusuman, Mergangsan",Jl. Sisingamangaraja No.49,55153,Special Region of Yogyakarta,Yogyakarta,5.0,2,Setiap hari: 9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,9.00 am–5.00 pm,,9.00 am–5.00 pm,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,https://www.google.com/maps/place/Kampung+Wisata+Dewa+Bronto/data=!4m7!3m6!1s0x2e7a57bd08af372b:0xdf3da9df88198ee6!8m2!3d-7.8174427!4d110.3732733!16s%2Fg%2F11jrkjqb2d!19sChIJKzevCL1Xei4R5o4ZiN-pPd8?authuser=0&hl=en&rclk=1,google_maps,0.6241,0x2e7a57bd08af372b_0xdf3da9df88198ee6
Desa Wisata Sungai Code Jogja Kota,Tourist attraction,-7.822909,110.375689,Yogyakarta City,"Mulyorejo, Sorosutan, Umbulharjo","59GG+R7P, Jl. Lowanu, RW.16",55153,Special Region of Yogyakarta,Yogyakarta,4.8,9,Setiap hari: 8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,,8.00 am–5.00 pm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Sungai+Code+Jogja+Kota/data=!4m7!3m6!1s0x2e7a57a8934200db:0xb78e33e22bb6ee86!8m2!3d-7.8229089!4d110.3756894!16s%2Fg%2F11h2gwpb96!19sChIJ2wBCk6hXei4Rhu62K-Izjrc?authuser=0&hl=en&rclk=1,google_maps,0.6523,0x2e7a57a8934200db_0xb78e33e22bb6ee86
Desa Wisata Rumah Domes,Tourist attraction,-7.813608,110.503344,Sleman Regency,"Sengir, Sumberharjo, Prambanan",Sengir RT.06/RW.25,55572,Special Region of Yogyakarta,Yogyakarta,4.1,1304,Sen: 7.00 am–5.00 pm | Sel: 7.00 am–5.00 pm | Rab: 7.00 am–5.00 pm | Kam: 7.00 am–5.00 pm | Jum: 7.00 am–5.00 pm | Sab: 7.00 am–6.00 pm | Min: 6.00 am–6.00 pm,7.00 am–5.00 pm,7.00 am–5.00 pm,7.00 am–5.00 pm,7.00 am–5.00 pm,7.00 am–5.00 pm,7.00 am–6.00 pm,,6.00 am–6.00 pm,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Rumah+Domes/data=!4m7!3m6!1s0x2e7a500813c2e48d:0x81849ab09120be2b!8m2!3d-7.8136085!4d110.5033442!16s%2Fg%2F11bc7rxvv2!19sChIJjeTCEwhQei4RK74gkbCahIE?authuser=0&hl=en&rclk=1,google_maps,0.7412,0x2e7a500813c2e48d_0x81849ab09120be2b
Desa Wisata Kaki Langit,Tourist attraction,-7.931898,110.421945,Bantul Regency,"Cempluk, Mangunan, Dlingo",3C8C+RWM,55783,Special Region of Yogyakarta,Yogyakarta,4.6,162,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,Open 24 hours,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Kaki+Langit/data=!4m7!3m6!1s0x2e7a549c2170afef:0xfc9f151d8c9d6e87!8m2!3d-7.9318979!4d110.4219453!16s%2Fg%2F11g01_zy0_!19sChIJ769wIZxUei4Rh26djB0Vn_w?authuser=0&hl=en&rclk=1,google_maps,0.7288,0x2e7a549c2170afef_0xfc9f151d8c9d6e87
Desa Wisata Fauna Ketingan,Tourist attraction,-7.743062,110.329211,Sleman Regency,"Ketingan, Tirtoadi, Mlati","784H+QMG, Jl. Ngrajek-Ketingan",55287,Special Region of Yogyakarta,Yogyakarta,4.8,8,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,Open 24 hours,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Fauna+Ketingan/data=!4m7!3m6!1s0x2e7af743dfe424ab:0xcf7e6dfe1023fcf4!8m2!3d-7.743062!4d110.3292115!16s%2Fg%2F11mpyq55lh!19sChIJqyTk30P3ei4R9PwjEP5tfs8?authuser=0&hl=en&rclk=1,google_maps,0.6482,0x2e7af743dfe424ab_0xcf7e6dfe1023fcf4
Desa Wisata Gamplong,Tourist attraction,-7.809838,110.234748,Sleman Regency,"Gamplong I, Sumberrahayu, Moyudan",56RM+2VX,55563,Special Region of Yogyakarta,Yogyakarta,4.6,46,Sen: 7.00 am–12.00 am | Sel: 7.00 am–12.00 am | Rab: 7.00 am–12.00 am | Kam: 7.00 am–12.00 am | Jum: 7.00 am–12.00 am | Sab: 7.00 am–4.00 am | Min: 7.00 am–12.00 am,7.00 am–12.00 am,7.00 am–12.00 am,7.00 am–12.00 am,7.00 am–12.00 am,7.00 am–12.00 am,7.00 am–4.00 am,,7.00 am–12.00 am,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Gamplong/data=!4m7!3m6!1s0x2e7afb0070fa1635:0x56ea0924915b9a10!8m2!3d-7.809838!4d110.234748!16s%2Fg%2F11y5jpptqq!19sChIJNRb6cAD7ei4REJpbkSQJ6lY?authuser=0&hl=en&rclk=1,google_maps,0.685,0x2e7afb0070fa1635_0x56ea0924915b9a10
Desa Wisata Banjaroya Jogja,Tourist attraction,-7.652248,110.255863,Kulon Progo Regency,"Petreonalan, Banjaroyo, Kalibawang","Kapanewon Kalibawang, Kalurahan",55672,Special Region of Yogyakarta,Yogyakarta,5.0,17,Setiap hari: 7.00 am–4.00 pm,7.00 am–4.00 pm,7.00 am–4.00 pm,7.00 am–4.00 pm,7.00 am–4.00 pm,7.00 am–4.00 pm,7.00 am–4.00 pm,,7.00 am–4.00 pm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Banjaroya+Jogja/data=!4m7!3m6!1s0x2e7af50519e1721b:0xd8b3030828bffef1!8m2!3d-7.6522479!4d110.2558633!16s%2Fg%2F11pl7r9wfg!19sChIJG3LhGQX1ei4R8f6_KAgDs9g?authuser=0&hl=en&rclk=1,google_maps,0.6984,0x2e7af50519e1721b_0xd8b3030828bffef1
Desa Wisata Tlatar Kandangan,Tourist attraction,-7.61076,110.378808,Sleman Regency,"Sempu, Wono Kerto, Turi","99QH+MGV, Tlatar Kandangan",55551,Special Region of Yogyakarta,Yogyakarta,4.7,116,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,Open 24 hours,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Tlatar+Kandangan/data=!4m7!3m6!1s0x2e7a6060030cfac9:0xeadbb96e26a4d9f0!8m2!3d-7.6107602!4d110.3788082!16s%2Fg%2F11c6dd6rmq!19sChIJyfoMA2Bgei4R8NmkJm652-o?authuser=0&hl=en&rclk=1,google_maps,0.7292,0x2e7a6060030cfac9_0xeadbb96e26a4d9f0
Desa Wisata Cibuk Kidul,Tourist attraction,-7.753872,110.313437,Sleman Regency,"Cibuk Kidul, Margoluwih, Seyegan",,55561,Special Region of Yogyakarta,Yogyakarta,4.4,335,Sen: Closed | Sel: Closed | Rab: Closed | Kam: Closed | Jum: 8.00 am–5.30 pm | Sab: 8.00 am–5.30 pm | Min: 8.00 am–5.30 pm,Closed,Closed,Closed,Closed,8.00 am–5.30 pm,8.00 am–5.30 pm,,8.00 am–5.30 pm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Cibuk+Kidul/data=!4m7!3m6!1s0x2e7af7dd42170159:0x31debb59a699de6d!8m2!3d-7.7538723!4d110.3134367!16s%2Fg%2F11kbsbdxp4!19sChIJWQEXQt33ei4Rbd6Zplm73jE?authuser=0&hl=en&rclk=1,google_maps,0.73,0x2e7af7dd42170159_0x31debb59a699de6d
Kampung Flory Jogja,Tourist attraction,-7.721109,110.348617,Sleman Regency,"Plaosan, Tridadi, Sleman","Jl. Jugang, RT.05/RW.11",55511,Special Region of Yogyakarta,Yogyakarta,4.2,2590,Setiap hari: 9.00 am–9.00 pm,9.00 am–9.00 pm,9.00 am–9.00 pm,9.00 am–9.00 pm,9.00 am–9.00 pm,9.00 am–9.00 pm,9.00 am–9.00 pm,$,9.00 am–9.00 pm,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Kampung+Flory+Jogja/data=!4m7!3m6!1s0x2e7a58b14e4c523f:0x757c3e73b793d54f!8m2!3d-7.7211087!4d110.3486172!16s%2Fg%2F11cm2k4qn6!19sChIJP1JMTrFYei4RT9WTt3M-fHU?authuser=0&hl=en&rclk=1,google_maps,0.7771,0x2e7a58b14e4c523f_0x757c3e73b793d54f
Desa Wisata Jatimulyo - Kulon Progo,Tourist attraction,-7.752621,110.130764,Kulon Progo Regency,"Sokomoyo, Jatimulyo, Girimulyo",Sekretariat Desa Wisata,55674,Special Region of Yogyakarta,Yogyakarta,4.2,82,Sen: 10.00 am–3.00 pm | Sel: 10.00 am–3.00 pm | Rab: 10.00 am–3.00 pm | Kam: 10.00 am–3.00 pm | Jum: 10.00 am–3.00 pm | Sab: 8.00 am–3.00 pm | Min: 8.00 am–3.00 pm,10.00 am–3.00 pm,10.00 am–3.00 pm,10.00 am–3.00 pm,10.00 am–3.00 pm,10.00 am–3.00 pm,8.00 am–3.00 pm,,8.00 am–3.00 pm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Jatimulyo+-+Kulon+Progo/data=!4m7!3m6!1s0x2e7aee2f7077f711:0x930b72080bcaff27!8m2!3d-7.7526214!4d110.1307636!16s%2Fg%2F1pp2tkj84!19sChIJEfd3cC_uei4RJ__KCwhyC5M?authuser=0&hl=en&rclk=1,google_maps,0.6571,0x2e7aee2f7077f711_0x930b72080bcaff27
Desa Wisata Palgading,Tourist attraction,-7.72617,110.410955,Yogyakarta,,,,Special Region of Yogyakarta,Yogyakarta,4.2,123,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Palgading/data=!4m7!3m6!1s0x2e7a5ea544dde6cd:0xbbd6232361872e2f!8m2!3d-7.7261703!4d110.4109548!16s%2Fg%2F1pzpgnmwz!19sChIJzebdRKVeei4RLy6HYSMj1rs?authuser=0&hl=en&rclk=1,google_maps,0.6712,0x2e7a5ea544dde6cd_0xbbd6232361872e2f
Desa Wisata Tinalah (Dewi Tinalah - Wisata Jogja),Tourist attraction,-7.69558,110.195884,Kulon Progo Regency,"Sendang Sari, Purwoharjo, Samigaluh",Jl. Persandian No.KM 5,55673,Special Region of Yogyakarta,Yogyakarta,4.5,1243,"Sen: 8.00 am–4.00 pm | Sel: 8.00 am–4.00 pm | Rab: 8.00 am–4.00 pm | Kam: 8.30 am–4.00 pm | Jum: 8.30–11.00 am, 1.00–3.30 pm | Sab: 8.30 am–3.30 pm | Min: 8.30 am–4.00 pm",8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.30 am–4.00 pm,"8.30–11.00 am, 1.00–3.30 pm",8.30 am–3.30 pm,,8.30 am–4.00 pm,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Tinalah+%28Dewi+Tinalah+-+Wisata+Jogja%29/data=!4m7!3m6!1s0x2e7af3b13bb16b67:0x38645b0e62fb3f6e!8m2!3d-7.6955803!4d110.1958839!16s%2Fg%2F11bytspw2h!19sChIJZ2uxO7Hzei4Rbj_7Yg5bZDg?authuser=0&hl=en&rclk=1,google_maps,0.7876,0x2e7af3b13bb16b67_0x38645b0e62fb3f6e
